year,month,channel,metric,predicted_value,lower_bound,upper_bound,ds
2026,9,Organic Video,bounce_rate,63.27076674347305,50.29203940740077,77.58534290054395,2026-09-01
2026,10,Organic Video,bounce_rate,66.12652267178643,53.11278291506663,79.22218392923672,2026-10-01
2026,11,Organic Video,bounce_rate,69.07747046437692,56.225250512492146,81.19117001124606,2026-11-01
2026,1,Organic Video,sessions,13.472054613884394,-2.920717824763008,33.305348854297,2026-01-01
2026,2,Organic Video,sessions,10.760605360975527,-7.856599567154129,28.22980245886729,2026-02-01
2026,3,Organic Video,sessions,8.311554422864296,-9.028451533845892,27.082054235016127,2026-03-01
2026,4,Organic Video,sessions,5.6001051699554285,-11.728747423275653,25.525991125576404,2026-04-01
2026,5,Organic Video,sessions,2.976122021979105,-15.082603036986137,21.256335131833957,2026-05-01
2026,6,Organic Video,sessions,0.26467276907023773,-18.68978732832282,18.251748822594326,2026-06-01
2026,7,Organic Video,sessions,-2.3593103789060805,-20.009052799571204,15.458958237231558,2026-07-01
2026,8,Organic Video,sessions,-5.070759631814948,-23.37628743928747,12.881114175480365,2026-08-01
2026,9,Organic Video,sessions,-7.782208884723815,-25.49527598922897,11.289108502945455,2026-09-01
2026,10,Organic Video,sessions,-10.406192032700144,-28.739434330905752,8.895249387858668,2026-10-01
2026,11,Organic Video,sessions,-13.117641285609,-31.908723093968074,6.315127818096149,2026-11-01
2026,1,Organic Video,views_per_session,1.4624958026058665,0.594689146412599,2.2779685158866876,2026-01-01
2026,2,Organic Video,views_per_session,1.4124597698158692,0.574858468429941,2.2591795735192477,2026-02-01
2026,3,Organic Video,views_per_session,1.3672659337474846,0.48288549212833143,2.2336734027650147,2026-03-01
2026,4,Organic Video,views_per_session,1.3172299009574875,0.4107070018945727,2.2292184798203873,2026-04-01
2026,5,Organic Video,views_per_session,1.2688079337413611,0.440921351045335,2.126949684210796,2026-05-01
2026,6,Organic Video,views_per_session,1.218771900951364,0.39179963093737546,2.076471403545193,2026-06-01
2026,7,Organic Video,views_per_session,1.1703499337352377,0.23173339902995632,2.10922338454016,2026-07-01
2026,8,Organic Video,views_per_session,1.1203139009452405,0.2944063147948765,2.0156575016232647,2026-08-01
2026,9,Organic Video,views_per_session,1.0702778681552434,0.10095755253540847,1.97585580465888,2026-09-01
2026,10,Organic Video,views_per_session,1.0218559009391168,0.212372550792541,1.8508944405186403,2026-10-01
2026,11,Organic Video,views_per_session,0.9718198681491199,0.058044772236707905,1.8238266866019528,2026-11-01
2026,1,QR Code,avg_session_duration,-891.1817599878709,-891.1817929611444,-891.1817255259017,2026-01-01
2026,2,QR Code,avg_session_duration,-1437.6420735241566,-1437.6421318695138,-1437.6420125570028,2026-02-01
2026,3,QR Code,avg_session_duration,-1931.2191309117695,-1931.2192215918326,-1931.2190380746963,2026-03-01
2026,4,QR Code,avg_session_duration,-2477.679444448055,-2477.67957000832,-2477.6793139443084,2026-04-01
2026,5,QR Code,avg_session_duration,-3006.5120059347832,-3006.5121735000585,-3006.5118412545307,2026-05-01
2026,6,QR Code,avg_session_duration,-3552.972319471069,-3552.9725370919004,-3552.972114034235,2026-06-01
2026,7,QR Code,avg_session_duration,-4081.804880957797,-4081.805147257287,-4081.8046395466213,2026-07-01
2026,8,QR Code,avg_session_duration,-4628.265194494083,-4628.265518714415,-4628.264911894503,2026-08-01
2026,9,QR Code,avg_session_duration,-5174.7255080303685,-5174.725896041022,-5174.725178573225,2026-09-01
2026,10,QR Code,avg_session_duration,-5703.558069517097,-5703.5585094542275,-5703.557689269697,2026-10-01
2026,11,QR Code,avg_session_duration,-6250.018383053382,-6250.018877150487,-6250.0179479909075,2026-11-01
2026,1,QR Code,bounce_rate,85.22785419355556,85.22785146432136,85.22785655545132,2026-01-01
2026,2,QR Code,bounce_rate,100.30721911505556,100.30721403116637,100.30722360335271,2026-02-01
2026,3,QR Code,bounce_rate,113.92729065705558,113.92728289347654,113.92729787384398,2026-03-01
2026,4,QR Code,bounce_rate,129.00665557855558,129.00664537744572,129.00666531937907,2026-04-01
2026,5,QR Code,bounce_rate,143.59958937355557,143.59957626446175,143.59960205746214,2026-05-01
2026,6,QR Code,bounce_rate,158.6789542950556,158.67893839311398,158.67897051522715,2026-06-01
2026,7,QR Code,bounce_rate,173.2718880900556,173.27186880974122,173.27190777990012,2026-07-01
2026,8,QR Code,bounce_rate,188.3512530115556,188.351230077845,188.35127652294415,2026-08-01
2026,9,QR Code,bounce_rate,203.4306179330556,203.43059099905196,203.43064572668246,2026-09-01
2026,10,QR Code,bounce_rate,218.02355172805557,218.02352134895,218.02358352105514,2026-10-01
2026,11,QR Code,bounce_rate,233.10291664955557,233.10288188286444,233.10295239331916,2026-11-01
2026,1,QR Code,sessions,-55.935483351909674,-55.93548538911152,-55.9354814565295,2026-01-01
2026,2,QR Code,sessions,-88.93548317700969,-88.9354868535986,-88.93547978932709,2026-02-01
2026,3,QR Code,sessions,-118.7419346319387,-118.741940274261,-118.74192948721411,2026-03-01
2026,4,QR Code,sessions,-151.74193445703872,-151.7419423634808,-151.74192743545393,2026-04-01
2026,5,QR Code,sessions,-183.6774181587484,-183.67742843410147,-183.67740872285924,2026-05-01
2026,6,QR Code,sessions,-216.6774179838484,-216.6774303648168,-216.6774064662667,2026-06-01
2026,7,QR Code,sessions,-248.61290168555806,-248.61291686260827,-248.6128879466489,2026-07-01
2026,8,QR Code,sessions,-281.6129015106581,-281.6129195770717,-281.6128845087865,2026-08-01
2026,9,QR Code,sessions,-314.612901335758,-314.61292240368175,-314.6128818868087,2026-09-01
2026,10,QR Code,sessions,-346.5483850374677,-346.54840912254826,-346.54836266096044,2026-10-01
2026,11,QR Code,sessions,-379.54838486256773,-379.548412116339,-379.54835975076446,2026-11-01
2026,1,QR Code,views_per_session,-3.8742959868176547,-3.874296137112955,-3.874295840183852,2026-01-01
2026,2,QR Code,views_per_session,-6.294930918193582,-6.294931198769473,-6.294930660746806,2026-02-01
2026,3,QR Code,views_per_session,-8.48131085621055,-8.481311290969671,-8.48131045434643,2026-03-01
2026,4,QR Code,views_per_session,-10.901945787586477,-10.901946395363405,-10.901945224149665,2026-04-01
2026,5,QR Code,views_per_session,-13.244495721176085,-13.244496506502767,-13.244494986755855,2026-05-01
2026,6,QR Code,views_per_session,-15.665130652552014,-15.665131666194505,-15.665129722401993,2026-06-01
2026,7,QR Code,views_per_session,-18.00768058614162,-18.00768180870689,-18.007679452000108,2026-07-01
2026,8,QR Code,views_per_session,-20.42831551751755,-20.42831698961192,-20.428314170770143,2026-08-01
2026,9,QR Code,views_per_session,-22.84895044889348,-22.848952216981825,-22.848948883217744,2026-09-01
2026,10,QR Code,views_per_session,-25.191500382483085,-25.19150244634146,-25.191498630519558,2026-10-01
2026,11,QR Code,views_per_session,-27.61213531385901,-27.612137707092334,-27.612133321304345,2026-11-01
2026,1,Referral,avg_session_duration,438.7348398822347,361.7773160710398,520.4173602414517,2026-01-01
2026,2,Referral,avg_session_duration,453.6353188209086,380.2346536118668,531.8632166842873,2026-02-01
2026,3,Referral,avg_session_duration,467.09381592680745,381.89320020974174,554.7436485122633,2026-03-01
2026,4,Referral,avg_session_duration,481.9942948654812,400.4977868130131,558.8438316771566,2026-04-01
2026,5,Referral,avg_session_duration,496.41411319323015,416.1860726421371,573.4249611608766,2026-05-01
2026,6,Referral,avg_session_duration,511.3145921319039,427.7419852627195,595.4709066680878,2026-06-01
2026,7,Referral,avg_session_duration,525.7344104596527,449.1502159254351,611.0289930606804,2026-07-01
2026,8,Referral,avg_session_duration,540.6348893983265,457.92054998902955,627.9939371155832,2026-08-01
2026,9,Referral,avg_session_duration,555.5353683370002,476.01879186888215,631.7955695483963,2026-09-01
2026,10,Referral,avg_session_duration,569.9551866647491,490.8670337230883,654.4028482893119,2026-10-01
2026,11,Referral,avg_session_duration,584.8556656034228,503.0007245926553,669.552541186419,2026-11-01
2026,1,Referral,bounce_rate,29.78202358928073,19.21532188201791,40.07123621937992,2026-01-01
2026,2,Referral,bounce_rate,31.191333958847363,20.531263995827867,42.47721737310497,2026-02-01
2026,3,Referral,bounce_rate,32.4642594539398,21.29863881850339,43.39277000033343,2026-03-01
2026,4,Referral,bounce_rate,33.873569823506436,21.874065496578385,44.769220530088994,2026-04-01
2026,5,Referral,bounce_rate,35.23741856824834,23.323035566385013,46.4317858974798,2026-05-01
2026,6,Referral,bounce_rate,36.64672893781497,26.08315716510096,46.927047377244016,2026-06-01
2026,7,Referral,bounce_rate,38.01057768255687,27.451938726998577,48.03325382381451,2026-07-01
2026,8,Referral,bounce_rate,39.41988805212351,29.35250376497467,49.98512406493164,2026-08-01
2026,9,Referral,bounce_rate,40.829198421690144,30.181153944762173,52.17591067352783,2026-09-01
2026,10,Referral,bounce_rate,42.19304716643205,30.9845069692858,53.11493789909328,2026-10-01
2026,11,Referral,bounce_rate,43.60235753599868,32.89165971584927,54.77762887064261,2026-11-01
2026,1,Referral,sessions,1282.8262639543334,-110.29847696619483,2587.852748004372,2026-01-01
2026,2,Referral,sessions,923.8435501267812,-417.5158106177137,2242.4504324605746,2026-02-01
2026,3,Referral,sessions,599.6010989277027,-747.8537541907818,1860.2395392382557,2026-03-01
2026,4,Referral,sessions,240.6183851001506,-1127.738590464153,1621.6948236353633,2026-04-01
2026,5,Referral,sessions,-106.78424118457745,-1458.6705348427429,1213.9737661538463,2026-05-01
2026,6,Referral,sessions,-465.76695501212953,-1811.9355197680231,873.6274668049501,2026-06-01
2026,7,Referral,sessions,-813.1695812968569,-2162.7140461758245,571.4128365497143,2026-07-01
2026,8,Referral,sessions,-1172.1522951244096,-2521.5477119595844,82.21853844167792,2026-08-01
2026,9,Referral,sessions,-1531.135008951961,-2770.376446424762,-194.38693747033332,2026-09-01
2026,10,Referral,sessions,-1878.537635236689,-3233.456283964649,-515.3794180931357,2026-10-01
2026,11,Referral,sessions,-2237.5203490642402,-3751.125892204748,-940.0515363402208,2026-11-01
2026,1,Referral,views_per_session,2.3651472974372956,2.0017958488383583,2.7214664135425712,2026-01-01
2026,2,Referral,views_per_session,2.361854501097926,1.9818511822993008,2.7093442398080474,2026-02-01
2026,3,Referral,views_per_session,2.3588803624688186,2.000959679998463,2.715426354576061,2026-03-01
2026,4,Referral,views_per_session,2.3555875661294494,2.006613584861328,2.7004369807125697,2026-04-01
2026,5,Referral,views_per_session,2.352400989026834,1.983730871217898,2.6998976224310334,2026-05-01
2026,6,Referral,views_per_session,2.349108192687465,1.979092158957434,2.712734115912823,2026-06-01
2026,7,Referral,views_per_session,2.3459216155848495,2.0037989390115345,2.676730320566293,2026-07-01
2026,8,Referral,views_per_session,2.3426288192454803,2.017156744426316,2.711969293707327,2026-08-01
2026,9,Referral,views_per_session,2.339336022906111,2.001781182595984,2.6938708625956145,2026-09-01
2026,10,Referral,views_per_session,2.3361494458034957,1.9922606155797942,2.6824857533882756,2026-10-01
2026,11,Referral,views_per_session,2.3328566494641265,1.9911146177063332,2.682689548047725,2026-11-01
